trip,dept_name,last_name,reason_description,expense_seq,account_no,account_description,gross_amount
2790,Finance,Everett,"site visit",1,8000,taxi,26.62
2790,Finance,Everett,"site visit",2,5000,"conference fees",912.95
2790,Finance,Everett,"site visit",3,6000,misc,56.01
2790,Finance,Everett,"site visit",4,5000,"conference fees",1470.82
2790,Finance,Everett,"site visit",5,9000,"rental car",462.98
2791,"Human Resources",Faulkner,"sales call",1,4000,hotel,640.88
2791,"Human Resources",Faulkner,"sales call",2,4000,hotel,309.83
2792,"Human Resources",Major,"off-site meeting",1,9000,"rental car",619.75
2793,Executive,Wheatley,"sales call",1,6000,misc,41.57
2793,Executive,Wheatley,"sales call",2,9000,"rental car",357.73
2794,Finance,Martins,"sales call",1,4000,hotel,531.82
2794,Finance,Martins,"sales call",2,9000,"rental car",316.26
2795,"Information Technology",Ball,"site visit",1,9000,"rental car",363.56
2795,"Information Technology",Ball,"site visit",2,1000,"meal (no alcohol)",19.86
2795,"Information Technology",Ball,"site visit",3,9000,"rental car",267.51
2795,"Information Technology",Ball,"site visit",4,8000,taxi,29.45
2796,Executive,Moran,"supplier visit",1,4000,hotel,460.99
2796,Executive,Moran,"supplier visit",2,1000,"meal (no alcohol)",21.91
2797,Purchasing,Devine,"sales call",1,3000,catering,342
2798,Quality,Perry,"supplier visit",1,5000,"conference fees",1503.3
2798,Quality,Perry,"supplier visit",2,8000,taxi,33.33
2798,Quality,Perry,"supplier visit",3,10000,"other transportatoin",73.34
2798,Quality,Perry,"supplier visit",4,8000,taxi,41.93
2799,Finance,Martins,conference,1,2000,alcohol,9.15
2799,Finance,Martins,conference,2,7000,"plane fare",723.45
2799,Finance,Martins,conference,3,7000,"plane fare",1153.97
2799,Finance,Martins,conference,4,4000,hotel,720.41
2800,"Human Resources",Faulkner,"off-site meeting",1,8000,taxi,33.4
2800,"Human Resources",Faulkner,"off-site meeting",2,9000,"rental car",302.78
2801,"Information Technology",Molloy,"supplier visit",1,4000,hotel,295.61
2801,"Information Technology",Molloy,"supplier visit",2,5000,"conference fees",858.32
2802,Logistics,Mueller,conference,1,8000,taxi,28.37
2802,Logistics,Mueller,conference,2,9000,"rental car",382.77
2802,Logistics,Mueller,conference,3,8000,taxi,38.47
2802,Logistics,Mueller,conference,4,9000,"rental car",441.35
2803,Quality,Perry,"off-site meeting",1,1000,"meal (no alcohol)",29.12
2803,Quality,Perry,"off-site meeting",2,2000,alcohol,9.6
2804,"Information Technology",Knott,"sales call",1,2000,alcohol,8.9
2804,"Information Technology",Knott,"sales call",2,2000,alcohol,16.44
2804,"Information Technology",Knott,"sales call",3,10000,"other transportatoin",66.12
2804,"Information Technology",Knott,"sales call",4,2000,alcohol,9.46
2805,Logistics,Hills,"site visit",1,7000,"plane fare",804.96
2805,Logistics,Hills,"site visit",2,4000,hotel,793.73
2805,Logistics,Hills,"site visit",3,10000,"other transportatoin",45.06
2805,Logistics,Hills,"site visit",4,7000,"plane fare",864.98
2806,"Information Technology",Molloy,"supplier visit",1,6000,misc,48.1
2806,"Information Technology",Molloy,"supplier visit",2,1000,"meal (no alcohol)",30.3
2806,"Information Technology",Molloy,"supplier visit",3,1000,"meal (no alcohol)",9.41
2806,"Information Technology",Molloy,"supplier visit",4,4000,hotel,459.8
2807,"Human Resources",Jeffery,"supplier visit",1,7000,"plane fare",865.33
2807,"Human Resources",Jeffery,"supplier visit",2,1000,"meal (no alcohol)",41.8
2807,"Human Resources",Jeffery,"supplier visit",3,1000,"meal (no alcohol)",24.3
2807,"Human Resources",Jeffery,"supplier visit",4,10000,"other transportatoin",43.39
2808,Purchasing,Wills,conference,1,8000,taxi,19.42
2808,Purchasing,Wills,conference,2,4000,hotel,266.21
2808,Purchasing,Wills,conference,3,10000,"other transportatoin",0
2808,Purchasing,Wills,conference,4,2000,alcohol,17.13
2808,Purchasing,Wills,conference,5,5000,"conference fees",708.98
2809,"Information Technology",Finley,"off-site meeting",1,2000,alcohol,5.58
2809,"Information Technology",Finley,"off-site meeting",2,3000,catering,464.22
2809,"Information Technology",Finley,"off-site meeting",3,4000,hotel,502.22
2810,"Human Resources",Faulkner,"supplier visit",1,2000,alcohol,12.24
2810,"Human Resources",Faulkner,"supplier visit",2,6000,misc,53.01
2810,"Human Resources",Faulkner,"supplier visit",3,4000,hotel,348.08
2811,Operations,Ballard,conference,1,9000,"rental car",405.28
2811,Operations,Ballard,conference,2,6000,misc,46.31
2811,Operations,Ballard,conference,3,5000,"conference fees",1118.69
2812,Sales,George,"sales call",1,1000,"meal (no alcohol)",23.44
2812,Sales,George,"sales call",2,4000,hotel,604.78
2812,Sales,George,"sales call",3,7000,"plane fare",631.42
2813,"Information Technology",Mcdermott,"off-site meeting",1,3000,catering,136.41
2814,"Human Resources",Hensley,"sales call",1,9000,"rental car",415.74
2814,"Human Resources",Hensley,"sales call",2,6000,misc,42.85
2815,"Human Resources",Robinson,conference,1,9000,"rental car",427.54
2815,"Human Resources",Robinson,conference,2,8000,taxi,33.21
2816,Finance,Huang,"site visit",1,2000,alcohol,7.17
2816,Finance,Huang,"site visit",2,2000,alcohol,10.76
2816,Finance,Huang,"site visit",3,10000,"other transportatoin",67.79
2817,Executive,Chavez,"off-site meeting",1,5000,"conference fees",488.46
2817,Executive,Chavez,"off-site meeting",2,10000,"other transportatoin",100.35
2817,Executive,Chavez,"off-site meeting",3,3000,catering,304.25
2817,Executive,Chavez,"off-site meeting",4,9000,"rental car",330.24
2817,Executive,Chavez,"off-site meeting",5,9000,"rental car",455.46
2818,Finance,Murphy,"off-site meeting",1,7000,"plane fare",694.93
2819,Finance,Vaughn,"supplier visit",1,6000,misc,47.99
2819,Finance,Vaughn,"supplier visit",2,9000,"rental car",428.94
2819,Finance,Vaughn,"supplier visit",3,8000,taxi,24.63
2820,Finance,Chen,"supplier visit",1,4000,hotel,427.48
2820,Finance,Chen,"supplier visit",2,2000,alcohol,10.43
2820,Finance,Chen,"supplier visit",3,9000,"rental car",246.68
2820,Finance,Chen,"supplier visit",4,2000,alcohol,11.21
2821,Quality,Hibbert,"site visit",1,9000,"rental car",333.82
2821,Quality,Hibbert,"site visit",2,3000,catering,61.61
2821,Quality,Hibbert,"site visit",3,7000,"plane fare",991.12
2822,Operations,Michael,"off-site meeting",1,1000,"meal (no alcohol)",23.06
2822,Operations,Michael,"off-site meeting",2,3000,catering,375.99
2822,Operations,Michael,"off-site meeting",3,10000,"other transportatoin",15.68
2823,Logistics,Jimenez,conference,1,2000,alcohol,12.36
2823,Logistics,Jimenez,conference,2,8000,taxi,26.67
2824,"Information Technology",Mercer,"sales call",1,7000,"plane fare",825.95
2824,"Information Technology",Mercer,"sales call",2,3000,catering,845.5
2824,"Information Technology",Mercer,"sales call",3,9000,"rental car",357.63
2824,"Information Technology",Mercer,"sales call",4,9000,"rental car",264.12
2825,Finance,Drummond,"sales call",1,9000,"rental car",431.07
2825,Finance,Drummond,"sales call",2,5000,"conference fees",519.25
2825,Finance,Drummond,"sales call",3,4000,hotel,260.68
2826,Finance,Lynch,conference,1,5000,"conference fees",1078.85
2827,"Information Technology",Cannon,"sales call",1,1000,"meal (no alcohol)",18.65
2827,"Information Technology",Cannon,"sales call",2,9000,"rental car",497.26
2827,"Information Technology",Cannon,"sales call",3,1000,"meal (no alcohol)",37.28
2827,"Information Technology",Cannon,"sales call",4,7000,"plane fare",1067.91
2828,Operations,Odling,conference,1,9000,"rental car",395.49
2828,Operations,Odling,conference,2,2000,alcohol,8.11
2829,Executive,Graham,conference,1,3000,catering,645.33
2829,Executive,Graham,conference,2,6000,misc,46.79
2829,Executive,Graham,conference,3,8000,taxi,16.96
2830,"Information Technology",Buckner,"sales call",1,9000,"rental car",540.15
2830,"Information Technology",Buckner,"sales call",2,3000,catering,305.87
2831,"Information Technology",Parker,"site visit",1,5000,"conference fees",-3.83
2831,"Information Technology",Parker,"site visit",2,7000,"plane fare",534.85
2832,Sales,Reader,"site visit",1,4000,hotel,598.8
2832,Sales,Reader,"site visit",2,9000,"rental car",342.9
2833,Purchasing,Knights,conference,1,10000,"other transportatoin",80.96
2834,Sales,George,"sales call",1,5000,"conference fees",1788.47
2834,Sales,George,"sales call",2,1000,"meal (no alcohol)",23.94
2834,Sales,George,"sales call",3,8000,taxi,18.01
2834,Sales,George,"sales call",4,9000,"rental car",501.34
2835,Logistics,Hills,"sales call",1,3000,catering,598.56
2835,Logistics,Hills,"sales call",2,2000,alcohol,12.4
2835,Logistics,Hills,"sales call",3,9000,"rental car",511.17
2836,"Information Technology",Dennis,conference,1,4000,hotel,475.67
2836,"Information Technology",Dennis,conference,2,5000,"conference fees",951.07
2837,Quality,Nelson,conference,1,2000,alcohol,17.75
2837,Quality,Nelson,conference,2,4000,hotel,426.98
2837,Quality,Nelson,conference,3,8000,taxi,9.66
2838,Logistics,Harvey,"sales call",1,6000,misc,58.34
2838,Logistics,Harvey,"sales call",2,4000,hotel,343.98
2839,Purchasing,Chang,"supplier visit",1,9000,"rental car",330.31
2839,Purchasing,Chang,"supplier visit",2,10000,"other transportatoin",29.11
2840,Operations,Booker,"sales call",1,10000,"other transportatoin",0
2840,Operations,Booker,"sales call",2,3000,catering,37.25
2841,Purchasing,Parry,"sales call",1,3000,catering,218.96
2841,Purchasing,Parry,"sales call",2,3000,catering,395.24
2841,Purchasing,Parry,"sales call",3,3000,catering,414.73
2841,Purchasing,Parry,"sales call",4,3000,catering,415.75
2841,Purchasing,Parry,"sales call",5,6000,misc,44.45
2842,Purchasing,Reynolds,conference,1,1000,"meal (no alcohol)",20.17
2842,Purchasing,Reynolds,conference,2,3000,catering,597.97
2842,Purchasing,Reynolds,conference,3,2000,alcohol,12.66
2843,Finance,Huang,"off-site meeting",1,3000,catering,461.94
2843,Finance,Huang,"off-site meeting",2,9000,"rental car",436.52
2843,Finance,Huang,"off-site meeting",3,7000,"plane fare",881.43
2844,Executive,Wheatley,"site visit",1,4000,hotel,435.56
2844,Executive,Wheatley,"site visit",2,7000,"plane fare",460.78
2844,Executive,Wheatley,"site visit",3,2000,alcohol,16.43
2845,"Human Resources",Elliott,"off-site meeting",1,2000,alcohol,5.84
2845,"Human Resources",Elliott,"off-site meeting",2,6000,misc,50.59
2846,Purchasing,Parry,"sales call",1,8000,taxi,38.6
2846,Purchasing,Parry,"sales call",2,5000,"conference fees",434.26
2846,Purchasing,Parry,"sales call",3,7000,"plane fare",605.1
2846,Purchasing,Parry,"sales call",4,1000,"meal (no alcohol)",26.84
2846,Purchasing,Parry,"sales call",5,9000,"rental car",391
2847,"Human Resources",Salgado,"sales call",1,5000,"conference fees",1134.14
2847,"Human Resources",Salgado,"sales call",2,2000,alcohol,0
2847,"Human Resources",Salgado,"sales call",3,7000,"plane fare",499.43
2848,"Information Technology",Buckner,"supplier visit",1,8000,taxi,42.56
2848,"Information Technology",Buckner,"supplier visit",2,6000,misc,60.46
2848,"Information Technology",Buckner,"supplier visit",3,9000,"rental car",664.5
2848,"Information Technology",Buckner,"supplier visit",4,2000,alcohol,17.5
2849,Sales,George,"site visit",1,9000,"rental car",430.05
2849,Sales,George,"site visit",2,6000,misc,48.95
2849,Sales,George,"site visit",3,2000,alcohol,9.5
2849,Sales,George,"site visit",4,1000,"meal (no alcohol)",21.08
2849,Sales,George,"site visit",5,2000,alcohol,10.3
2850,"Human Resources",Faulkner,"off-site meeting",1,1000,"meal (no alcohol)",24.37
2850,"Human Resources",Faulkner,"off-site meeting",2,8000,taxi,37.02
2850,"Human Resources",Faulkner,"off-site meeting",3,1000,"meal (no alcohol)",42.56
2851,Purchasing,Partridge,conference,1,10000,"other transportatoin",122.48
2851,Purchasing,Partridge,conference,2,6000,misc,64.29
2851,Purchasing,Partridge,conference,3,3000,catering,572.37
2852,Purchasing,Partridge,"sales call",1,8000,taxi,41.05
2852,Purchasing,Partridge,"sales call",2,1000,"meal (no alcohol)",13.65
2853,Finance,Lynch,"sales call",1,10000,"other transportatoin",36.18
2853,Finance,Lynch,"sales call",2,9000,"rental car",275.33
2853,Finance,Lynch,"sales call",3,9000,"rental car",389.75
2854,Finance,Everett,"off-site meeting",1,8000,taxi,36.01
2854,Finance,Everett,"off-site meeting",2,1000,"meal (no alcohol)",26.51
2855,"Information Technology",Knott,"sales call",1,6000,misc,38.89
2855,"Information Technology",Knott,"sales call",2,2000,alcohol,12.36
2856,Purchasing,Whelan,"off-site meeting",1,1000,"meal (no alcohol)",18.06
2856,Purchasing,Whelan,"off-site meeting",2,9000,"rental car",446.52
2856,Purchasing,Whelan,"off-site meeting",3,6000,misc,57.45
2857,Finance,Alcock,"supplier visit",1,1000,"meal (no alcohol)",26.81
2857,Finance,Alcock,"supplier visit",2,3000,catering,682.25
2857,Finance,Alcock,"supplier visit",3,2000,alcohol,1.51
2858,"Information Technology",Ashley,"supplier visit",1,4000,hotel,896.81
2858,"Information Technology",Ashley,"supplier visit",2,5000,"conference fees",1876.53
2858,"Information Technology",Ashley,"supplier visit",3,9000,"rental car",585.73
2859,Operations,Ballard,"sales call",1,8000,taxi,31.84
2859,Operations,Ballard,"sales call",2,8000,taxi,35.33
2859,Operations,Ballard,"sales call",3,2000,alcohol,18.41
2860,"Human Resources",Laing,conference,1,3000,catering,550.8
2860,"Human Resources",Laing,conference,2,7000,"plane fare",921.88
2860,"Human Resources",Laing,conference,3,1000,"meal (no alcohol)",20.89
2861,Purchasing,Whelan,"off-site meeting",1,8000,taxi,46.13
2861,Purchasing,Whelan,"off-site meeting",2,3000,catering,604.04
2861,Purchasing,Whelan,"off-site meeting",3,5000,"conference fees",1502.94
2862,Purchasing,Mckee,"supplier visit",1,10000,"other transportatoin",85.53
2862,Purchasing,Mckee,"supplier visit",2,7000,"plane fare",817.68
2862,Purchasing,Mckee,"supplier visit",3,10000,"other transportatoin",47.96
2862,Purchasing,Mckee,"supplier visit",4,3000,catering,676.98
2863,"Information Technology",Mccullough,"off-site meeting",1,9000,"rental car",627.28
2863,"Information Technology",Mccullough,"off-site meeting",2,7000,"plane fare",945.09
2864,Logistics,Witt,"sales call",1,10000,"other transportatoin",116.46
2864,Logistics,Witt,"sales call",2,5000,"conference fees",490.88
2864,Logistics,Witt,"sales call",3,10000,"other transportatoin",0
2865,Executive,Mcnally,"supplier visit",1,6000,misc,65.41
2865,Executive,Mcnally,"supplier visit",2,8000,taxi,47.38
2865,Executive,Mcnally,"supplier visit",3,3000,catering,426.46
2866,"Information Technology",Mcdermott,"sales call",1,10000,"other transportatoin",78.23
2866,"Information Technology",Mcdermott,"sales call",2,2000,alcohol,10.11
2866,"Information Technology",Mcdermott,"sales call",3,6000,misc,46.9
2867,Quality,Corbett,"site visit",1,8000,taxi,25.25
2867,Quality,Corbett,"site visit",2,10000,"other transportatoin",15.98
2868,Purchasing,Chang,"sales call",1,8000,taxi,20.82
2868,Purchasing,Chang,"sales call",2,4000,hotel,389.91
2868,Purchasing,Chang,"sales call",3,9000,"rental car",455.73
2869,Operations,Michael,"supplier visit",1,10000,"other transportatoin",110.21
2869,Operations,Michael,"supplier visit",2,10000,"other transportatoin",90.99
2869,Operations,Michael,"supplier visit",3,9000,"rental car",405.55
2870,Executive,Cain,"sales call",1,8000,taxi,0
2870,Executive,Cain,"sales call",2,4000,hotel,631.79
2871,Finance,Drummond,"sales call",1,7000,"plane fare",1131.27
2871,Finance,Drummond,"sales call",2,3000,catering,499.18
2871,Finance,Drummond,"sales call",3,8000,taxi,28.78
2871,Finance,Drummond,"sales call",4,3000,catering,264.25
2872,Executive,Wheatley,"site visit",1,3000,catering,514.37
2872,Executive,Wheatley,"site visit",2,8000,taxi,30.7
2872,Executive,Wheatley,"site visit",3,3000,catering,612.18
2873,Operations,Ballard,"supplier visit",1,4000,hotel,369.12
2873,Operations,Ballard,"supplier visit",2,7000,"plane fare",872.56
2873,Operations,Ballard,"supplier visit",3,6000,misc,53.89
2873,Operations,Ballard,"supplier visit",4,3000,catering,118.09
2874,Operations,Michael,"sales call",1,6000,misc,55.75
2874,Operations,Michael,"sales call",2,1000,"meal (no alcohol)",33.29
2874,Operations,Michael,"sales call",3,5000,"conference fees",1137.62
2875,"Information Technology",Ashley,conference,1,9000,"rental car",234.62
2875,"Information Technology",Ashley,conference,2,5000,"conference fees",983.1
2875,"Information Technology",Ashley,conference,3,4000,hotel,547.46
2875,"Information Technology",Ashley,conference,4,2000,alcohol,8.02
2876,Purchasing,Chang,"site visit",1,4000,hotel,342.15
2876,Purchasing,Chang,"site visit",2,3000,catering,547.95
2876,Purchasing,Chang,"site visit",3,5000,"conference fees",1025.48
2876,Purchasing,Chang,"site visit",4,5000,"conference fees",1195.62
2877,Executive,Robin,"off-site meeting",1,8000,taxi,27.03
2877,Executive,Robin,"off-site meeting",2,7000,"plane fare",531.61
2878,Purchasing,Partridge,"sales call",1,9000,"rental car",527.92
2878,Purchasing,Partridge,"sales call",2,1000,"meal (no alcohol)",28.01
2879,Purchasing,Barr,"off-site meeting",1,9000,"rental car",439.93
2879,Purchasing,Barr,"off-site meeting",2,7000,"plane fare",528.67
2879,Purchasing,Barr,"off-site meeting",3,10000,"other transportatoin",26.73
2879,Purchasing,Barr,"off-site meeting",4,2000,alcohol,13.3
2879,Purchasing,Barr,"off-site meeting",5,8000,taxi,15.38
2880,Executive,Robin,"site visit",1,10000,"other transportatoin",0.35
2880,Executive,Robin,"site visit",2,7000,"plane fare",1276.37
2881,Purchasing,Devine,"supplier visit",1,3000,catering,636.29
2881,Purchasing,Devine,"supplier visit",2,1000,"meal (no alcohol)",16.23
2881,Purchasing,Devine,"supplier visit",3,9000,"rental car",364.72
2882,Operations,Michael,conference,1,2000,alcohol,13.3
2882,Operations,Michael,conference,2,9000,"rental car",477.5
2882,Operations,Michael,conference,3,7000,"plane fare",790.85
2882,Operations,Michael,conference,4,7000,"plane fare",790.2
2883,Logistics,Harvey,"supplier visit",1,7000,"plane fare",771.26
2883,Logistics,Harvey,"supplier visit",2,5000,"conference fees",706.7
2884,Sales,Cassidy,"site visit",1,5000,"conference fees",844.46
2884,Sales,Cassidy,"site visit",2,3000,catering,820.1
2884,Sales,Cassidy,"site visit",3,5000,"conference fees",935.4
2885,Finance,Lynch,conference,1,7000,"plane fare",911.88
2885,Finance,Lynch,conference,2,8000,taxi,37.6
2886,"Information Technology",Mcdermott,"site visit",1,1000,"meal (no alcohol)",1.06
2887,Logistics,Harvey,conference,1,8000,taxi,30.48
2887,Logistics,Harvey,conference,2,4000,hotel,281.19
2887,Logistics,Harvey,conference,3,7000,"plane fare",805.07
2888,Quality,Sexton,conference,1,5000,"conference fees",1202.59
2888,Quality,Sexton,conference,2,7000,"plane fare",521.09
2889,"Information Technology",Mercer,"site visit",1,9000,"rental car",210.53
2889,"Information Technology",Mercer,"site visit",2,10000,"other transportatoin",112.24
2889,"Information Technology",Mercer,"site visit",3,4000,hotel,467.57
2890,"Information Technology",Mathews,"sales call",1,1000,"meal (no alcohol)",33.73
2890,"Information Technology",Mathews,"sales call",2,9000,"rental car",467.27
2890,"Information Technology",Mathews,"sales call",3,3000,catering,644.71
2890,"Information Technology",Mathews,"sales call",4,5000,"conference fees",559.18
2891,"Information Technology",Cannon,"site visit",1,8000,taxi,17.88
2891,"Information Technology",Cannon,"site visit",2,4000,hotel,749.76
2891,"Information Technology",Cannon,"site visit",3,2000,alcohol,9.3
2892,"Human Resources",Elliott,"site visit",1,5000,"conference fees",1140.89
2892,"Human Resources",Elliott,"site visit",2,8000,taxi,24.44
2892,"Human Resources",Elliott,"site visit",3,3000,catering,379.56
2892,"Human Resources",Elliott,"site visit",4,5000,"conference fees",1105.3
2893,Logistics,Jimenez,"off-site meeting",1,9000,"rental car",462.77
2893,Logistics,Jimenez,"off-site meeting",2,7000,"plane fare",637.03
2894,Quality,Nelson,"sales call",1,4000,hotel,278.36
2894,Quality,Nelson,"sales call",2,6000,misc,33.54
2894,Quality,Nelson,"sales call",3,8000,taxi,25.01
2895,"Human Resources",Laing,"sales call",1,5000,"conference fees",1208.21
2895,"Human Resources",Laing,"sales call",2,5000,"conference fees",1467.74
2895,"Human Resources",Laing,"sales call",3,1000,"meal (no alcohol)",30.77
2895,"Human Resources",Laing,"sales call",4,4000,hotel,188.77
2896,Finance,Vaughn,"site visit",1,9000,"rental car",332.78
2896,Finance,Vaughn,"site visit",2,2000,alcohol,3.81
2896,Finance,Vaughn,"site visit",3,1000,"meal (no alcohol)",3.13
2897,Finance,Vaughn,"off-site meeting",1,2000,alcohol,15.9
2897,Finance,Vaughn,"off-site meeting",2,3000,catering,549.56
2898,Finance,Alcock,"site visit",1,5000,"conference fees",552.67
2898,Finance,Alcock,"site visit",2,2000,alcohol,13.29
2898,Finance,Alcock,"site visit",3,7000,"plane fare",614.88
2898,Finance,Alcock,"site visit",4,2000,alcohol,9.1
2898,Finance,Alcock,"site visit",5,10000,"other transportatoin",132.27
2899,"Human Resources",Elliott,"off-site meeting",1,10000,"other transportatoin",76.63
2899,"Human Resources",Elliott,"off-site meeting",2,10000,"other transportatoin",24.56
2900,Finance,Alcock,"off-site meeting",1,8000,taxi,9.73
2900,Finance,Alcock,"off-site meeting",2,9000,"rental car",289.36
2900,Finance,Alcock,"off-site meeting",3,3000,catering,397.27
2900,Finance,Alcock,"off-site meeting",4,3000,catering,0
2901,Purchasing,Delarosa,"supplier visit",1,1000,"meal (no alcohol)",29.58
2901,Purchasing,Delarosa,"supplier visit",2,6000,misc,60.29
2901,Purchasing,Delarosa,"supplier visit",3,9000,"rental car",393.57
2901,Purchasing,Delarosa,"supplier visit",4,10000,"other transportatoin",51.45
2902,Sales,Choi,"off-site meeting",1,6000,misc,69.03
2902,Sales,Choi,"off-site meeting",2,8000,taxi,2.52
2903,"Information Technology",David,"sales call",1,3000,catering,386.51
2903,"Information Technology",David,"sales call",2,7000,"plane fare",412.68
2904,Sales,Choi,"supplier visit",1,9000,"rental car",433.42
2904,Sales,Choi,"supplier visit",2,1000,"meal (no alcohol)",34.05
2905,Operations,Ballard,"supplier visit",1,6000,misc,34.84
2905,Operations,Ballard,"supplier visit",2,2000,alcohol,7.92
2905,Operations,Ballard,"supplier visit",3,8000,taxi,39.4
2906,Operations,Michael,"sales call",1,7000,"plane fare",1107.51
2906,Operations,Michael,"sales call",2,8000,taxi,28.97
2906,Operations,Michael,"sales call",3,5000,"conference fees",1882.84
2907,Finance,Duggan,"sales call",1,3000,catering,458.67
2907,Finance,Duggan,"sales call",2,4000,hotel,640.93
2907,Finance,Duggan,"sales call",3,6000,misc,63.29
2907,Finance,Duggan,"sales call",4,6000,misc,51.22
2907,Finance,Duggan,"sales call",5,10000,"other transportatoin",65.4
2908,"Human Resources",Robinson,conference,1,2000,alcohol,17.37
2908,"Human Resources",Robinson,conference,2,4000,hotel,674.83
2908,"Human Resources",Robinson,conference,3,10000,"other transportatoin",-40.75
2909,Logistics,Mueller,"site visit",1,5000,"conference fees",1462.67
2909,Logistics,Mueller,"site visit",2,2000,alcohol,11.3
2909,Logistics,Mueller,"site visit",3,5000,"conference fees",1095.69
2910,"Human Resources",Robinson,"sales call",1,4000,hotel,462.03
2910,"Human Resources",Robinson,"sales call",2,9000,"rental car",460.23
2910,"Human Resources",Robinson,"sales call",3,1000,"meal (no alcohol)",37.51
2911,Logistics,Jimenez,conference,1,9000,"rental car",525.59
2911,Logistics,Jimenez,conference,2,8000,taxi,26.44
2911,Logistics,Jimenez,conference,3,5000,"conference fees",817.69
2912,Purchasing,Partridge,"sales call",1,5000,"conference fees",973.44
2912,Purchasing,Partridge,"sales call",2,4000,hotel,444.14
2912,Purchasing,Partridge,"sales call",3,6000,misc,62.68
2913,"Human Resources",Salgado,"supplier visit",1,10000,"other transportatoin",36.29
2913,"Human Resources",Salgado,"supplier visit",2,10000,"other transportatoin",76.37
2913,"Human Resources",Salgado,"supplier visit",3,2000,alcohol,8.3
2914,Executive,Wheatley,"sales call",1,10000,"other transportatoin",129.43
2914,Executive,Wheatley,"sales call",2,1000,"meal (no alcohol)",7.27
2914,Executive,Wheatley,"sales call",3,2000,alcohol,14.34
2915,Purchasing,Roche,"site visit",1,9000,"rental car",362.62
2915,Purchasing,Roche,"site visit",2,9000,"rental car",501.72
2915,Purchasing,Roche,"site visit",3,3000,catering,830.49
2916,"Information Technology",Fitzgerald,"off-site meeting",1,5000,"conference fees",1083.52
2916,"Information Technology",Fitzgerald,"off-site meeting",2,3000,catering,366.15
2916,"Information Technology",Fitzgerald,"off-site meeting",3,1000,"meal (no alcohol)",37.6
2917,Sales,Porter,"supplier visit",1,10000,"other transportatoin",89.22
2917,Sales,Porter,"supplier visit",2,5000,"conference fees",434.51
2917,Sales,Porter,"supplier visit",3,1000,"meal (no alcohol)",24.29
2917,Sales,Porter,"supplier visit",4,2000,alcohol,9.39
2917,Sales,Porter,"supplier visit",5,7000,"plane fare",905.76
2918,Executive,Graham,conference,1,4000,hotel,529.87
2918,Executive,Graham,conference,2,10000,"other transportatoin",141.5
2918,Executive,Graham,conference,3,10000,"other transportatoin",55.49
2919,Logistics,Witt,"off-site meeting",1,4000,hotel,461.55
2919,Logistics,Witt,"off-site meeting",2,6000,misc,36.43
2920,Purchasing,Chang,"sales call",1,5000,"conference fees",1000.05
2920,Purchasing,Chang,"sales call",2,4000,hotel,715.46
2920,Purchasing,Chang,"sales call",3,2000,alcohol,4.55
2921,Sales,George,"sales call",1,5000,"conference fees",1431.85
2921,Sales,George,"sales call",2,9000,"rental car",440.31
2921,Sales,George,"sales call",3,5000,"conference fees",919.24
2921,Sales,George,"sales call",4,2000,alcohol,10.83
2922,Quality,Sexton,"off-site meeting",1,5000,"conference fees",791.49
2922,Quality,Sexton,"off-site meeting",2,2000,alcohol,6.36
2922,Quality,Sexton,"off-site meeting",3,5000,"conference fees",855.94
2923,Purchasing,Devine,"sales call",1,2000,alcohol,7.62
2923,Purchasing,Devine,"sales call",2,9000,"rental car",261.04
2923,Purchasing,Devine,"sales call",3,2000,alcohol,12.95
2924,Finance,Duggan,"supplier visit",1,3000,catering,287.45
2924,Finance,Duggan,"supplier visit",2,7000,"plane fare",726.57
2924,Finance,Duggan,"supplier visit",3,4000,hotel,313.03
2924,Finance,Duggan,"supplier visit",4,9000,"rental car",112.63
2925,"Information Technology",Ashley,conference,1,5000,"conference fees",1233.58
2925,"Information Technology",Ashley,conference,2,2000,alcohol,-2.78
2925,"Information Technology",Ashley,conference,3,5000,"conference fees",0
2925,"Information Technology",Ashley,conference,4,1000,"meal (no alcohol)",13.28
2925,"Information Technology",Ashley,conference,5,1000,"meal (no alcohol)",20.89
2926,Logistics,Mueller,conference,1,2000,alcohol,9.68
2926,Logistics,Mueller,conference,2,10000,"other transportatoin",104.44
2926,Logistics,Mueller,conference,3,4000,hotel,579.68
2926,Logistics,Mueller,conference,4,10000,"other transportatoin",44.41
2927,"Human Resources",Elliott,"supplier visit",1,3000,catering,772.37
2927,"Human Resources",Elliott,"supplier visit",2,6000,misc,34.43
2928,Executive,Yang,"off-site meeting",1,6000,misc,56.09
2928,Executive,Yang,"off-site meeting",2,4000,hotel,590.85
2929,Purchasing,Chang,"sales call",1,1000,"meal (no alcohol)",26.31
2930,Finance,Huang,conference,1,7000,"plane fare",851.39
2930,Finance,Huang,conference,2,1000,"meal (no alcohol)",36.4
2931,Executive,Yang,"sales call",1,8000,taxi,54.8
2931,Executive,Yang,"sales call",2,9000,"rental car",519.86
2932,Executive,Barrett,"supplier visit",1,10000,"other transportatoin",146.06
2932,Executive,Barrett,"supplier visit",2,6000,misc,55.93
2932,Executive,Barrett,"supplier visit",3,2000,alcohol,8.09
2933,Executive,Moran,"sales call",1,5000,"conference fees",1226.37
2933,Executive,Moran,"sales call",2,4000,hotel,479.32
2933,Executive,Moran,"sales call",3,10000,"other transportatoin",34.12
